time (ms),Viavi.UE.Rsrp,Viavi.UE.Rsrq,Viavi.UE.RsSinr,Viavi.Cell.beam
1739758440000,-76,20,-2,2
1739758440000,-77,19,-4,1
1739758440000,-85,20,0,1
1739758440000,-85,20,0,2
1739758440000,-84,20,1,2
1739758440000,-76,20,-1,2
1739758440000,-79,18,-5,1
1739758440000,-73,20,-3,1
1739758440000,-75,20,1,2
1739758440000,-83,20,3,2
1739758440000,-79,18,-5,2
1739758440000,-83,17,-7,1
1739758440000,-76,20,-2,2
1739758440000,-78,17,-6,1
1739758440000,-81,20,5,2
1739758440000,-82,20,4,1
1739758440000,-74,20,-2,2
1739758440000,-80,18,-5,1
1739758440000,-65,20,1,2
1739758440000,-68,20,4,2
1739758440000,-72,20,2,1
1739758440000,-53,20,10,2
1739758440000,-55,20,8,1
1739758440000,-82,20,-2,3
1739758440000,-87,18,-5,2
1739758440000,-92,18,-5,1
1739758440000,-93,17,-6,2
1739758440000,-71,20,4,1
1739758440000,-77,20,4,2
1739758440000,-70,20,4,2
1739758440000,-74,20,2,1
1739758440000,-66,20,3,1
1739758440000,-66,20,6,2
1739758440000,-84,20,-2,2
1739758440000,-85,20,-3,1
1739758440000,-71,20,4,2
1739758440000,-73,20,3,1
1739758440000,-74,20,4,3
1739758440000,-77,20,1,1
1739758440000,-68,20,3,2
1739758440000,-77,20,6,2
1739758440000,-78,20,5,1
1739758440000,-57,20,1,1
1739758440000,-57,20,2,2
1739758440000,-57,20,5,2
1739758440000,-61,20,3,1
1739758440000,-71,20,5,2
1739758440000,-73,20,4,1
1739758440000,-69,20,-2,3
1739758440000,-73,18,-6,1
1739758440000,-71,20,6,1
1739758440000,-71,20,7,2
1739758440000,-49,20,5,2
1739758440000,-51,20,3,1
1739758440000,-68,20,10,3
1739758440000,-68,20,9,4
1739758440000,-91,19,-4,2
1739758440000,-93,17,-6,1
1739758440000,-74,20,5,3
1739758440000,-79,20,3,2
1739758440000,-64,20,7,1
1739758440000,-65,20,8,2
1739758440000,-68,20,8,2
1739758440000,-69,20,7,1
1739758440000,-75,20,6,1
1739758440000,-78,20,5,2
1739758440000,-85,20,1,1
1739758440000,-80,19,-4,2
1739758440000,-88,14,-10,1
1739758440000,-83,20,3,3
1739758440000,-83,20,3,4
1739758440000,-45,20,0,4
1739758440000,-61,8,-16,2
1739758440000,-73,20,-3,2
1739758440000,-76,18,-5,1
1739758440000,-34,20,4,2
1739758440000,-36,20,3,1
1739758440000,-78,20,-2,2
1739758440000,-84,17,-7,1
1739758440000,-78,20,3,2
1739758440000,-80,20,2,1
1739758440000,-41,20,1,2
1739758440000,-67,20,0,1
1739758440000,-67,20,1,2
1739758440000,-81,20,2,2
1739758440000,-82,20,1,1
1739758440000,-80,20,3,3
1739758440000,-80,20,2,4
1739758440000,-115,-4,-24,2
1739758440000,-120,-9,-24,1
1739758441000,-79,20,6,1
1739758441000,-79,20,6,2
1739758441000,-70,20,5,2
1739758441000,-75,20,3,1
1739758441000,-81,20,1,2
1739758441000,-79,20,4,2
1739758441000,-83,20,1,1
1739758441000,-78,20,5,1
1739758441000,-79,20,5,2
1739758441000,-83,19,-4,2
1739758441000,-87,17,-7,1
1739758441000,-72,20,7,2
1739758441000,-73,20,6,1
1739758441000,-72,20,5,2
1739758441000,-74,20,5,3
1739758441000,-72,20,-3,2
1739758441000,-76,18,-5,1
1739758441000,-71,20,4,2
1739758441000,-73,20,2,1
1739758441000,-80,20,3,2
1739758441000,-78,20,4,3
1739758441000,-74,20,4,1
1739758441000,-77,20,4,2
1739758441000,-72,20,2,2
1739758441000,-74,20,1,1
1739758441000,-87,19,-4,2
1739758441000,-90,16,-7,1
1739758441000,-85,20,0,2
1739758441000,-92,18,-6,1
1739758441000,-80,20,6,4
1739758441000,-83,20,3,2
1739758441000,-80,20,3,3
1739758441000,-57,20,6,3
1739758441000,-61,20,5,2
1739758441000,-84,20,-1,2
1739758441000,-85,20,-2,1
1739758441000,-74,20,-2,2
1739758441000,-78,19,-4,1
1739758441000,-71,20,-2,2
1739758441000,-80,10,-15,1
1739758441000,-74,20,7,2
1739758441000,-76,20,6,1
1739758441000,-66,20,6,2
1739758441000,-71,20,1,4
1739758441000,-45,20,2,2
1739758441000,-46,20,1,1
1739758441000,-75,20,5,2
1739758441000,-78,20,3,1
1739758441000,-71,20,6,2
1739758441000,-74,20,3,1
1739758441000,-74,20,-3,2
1739758441000,-79,17,-6,1
1739758441000,-80,20,-2,3
1739758441000,-83,19,-4,2
1739758441000,-84,20,-3,2
1739758441000,-91,16,-7,1
1739758441000,-72,20,-1,3
1739758441000,-77,19,-4,2
1739758441000,-71,20,5,2
1739758441000,-73,20,3,1
1739758441000,-81,20,-3,2
1739758441000,-86,16,-8,1
1739758441000,-60,20,4,1
1739758441000,-61,20,4,2
1739758441000,-73,20,11,2
1739758441000,-75,20,10,1
1739758441000,-79,20,-2,3
1739758441000,-84,18,-5,2
1739758441000,-71,20,8,3
1739758441000,-73,20,7,4
1739758441000,-73,20,8,3
1739758441000,-77,20,4,1
1739758441000,-89,20,-3,2
1739758441000,-94,16,-7,1
1739758441000,-37,20,-1,3
1739758441000,-40,19,-3,2
1739758441000,-82,20,0,1
1739758441000,-82,20,1,2
1739758441000,-77,20,-1,3
1739758441000,-85,17,-7,2
1739758441000,-81,20,4,2
1739758441000,-82,20,3,1
1739758441000,-57,20,5,2
1739758441000,-58,20,4,1
1739758441000,-64,20,3,2
1739758441000,-65,20,2,4
1739758441000,-62,20,5,2
1739758441000,-63,20,4,1
1739758441000,-40,20,0,1
1739758441000,-40,20,-1,2
1739758441000,-61,20,3,3
1739758441000,-72,20,-1,3
1739758441000,-78,19,-4,2
1739758441000,-73,20,0,2
1739758441000,-77,20,-3,1
1739758441000,-58,20,4,1
1739758441000,-59,20,5,2
1739758441000,-55,20,4,2
1739758441000,-60,20,2,1
1739758441000,-73,20,5,2
1739758441000,-72,20,5,3
1739758441000,-65,20,-1,2
1739758441000,-71,16,-7,1
1739758441000,-76,20,4,2
1739758441000,-74,20,5,3
1739758441000,-86,20,0,1
1739758441000,-86,20,0,2
1739758441000,-78,20,-2,2
1739758441000,-82,17,-7,1
1739758441000,-70,20,5,2
1739758441000,-78,20,2,1
1739758441000,-52,20,4,2
1739758441000,-53,20,3,1
1739758441000,-76,20,6,2
1739758441000,-77,20,5,1
1739758441000,-81,20,-2,3
1739758441000,-84,19,-3,2
1739758441000,-72,19,-4,2
1739758441000,-77,16,-7,1
1739758441000,-80,20,-1,2
1739758441000,-81,20,-1,1
1739758441000,-83,20,3,2
1739758441000,-85,20,1,1
1739758441000,-84,20,0,2
1739758441000,-91,18,-5,1
1739758441000,-66,20,5,2
1739758441000,-67,20,3,1
1739758441000,-103,8,-16,1
1739758441000,-104,7,-17,2
1739758441000,-54,20,4,1
1739758441000,-55,20,5,2
1739758441000,-81,20,2,2
1739758441000,-83,20,1,1
1739758441000,-81,20,5,1
1739758441000,-83,20,3,2
1739758441000,-81,20,2,2
1739758441000,-81,20,-1,2
1739758441000,-83,19,-3,1
1739758441000,-67,20,5,2
1739758441000,-73,20,3,1
1739758441000,-88,20,-2,1
1739758441000,-89,19,-3,2
1739758441000,-77,20,3,2
1739758441000,-76,20,3,3
1739758441000,-68,20,-1,3
1739758441000,-75,18,-5,2
1739758441000,-65,20,4,2
1739758441000,-67,20,3,3
1739758441000,-75,20,5,2
1739758441000,-79,20,3,1
1739758441000,-79,20,3,1
1739758441000,-80,20,3,2
1739758441000,-74,20,5,2
1739758441000,-76,20,3,1
1739758441000,-42,20,7,1
1739758441000,-42,20,6,2
1739758441000,-56,20,5,2
1739758441000,-57,20,3,1
1739758441000,-76,20,7,3
1739758441000,-83,20,2,2
1739758441000,-82,20,1,2
1739758441000,-81,20,1,3
1739758441000,-57,20,5,2
1739758441000,-60,20,3,1
1739758441000,-55,20,5,2
1739758441000,-57,20,3,1
1739758441000,-71,20,-2,2
1739758441000,-74,18,-6,1
1739758441000,-75,20,10,3
1739758441000,-79,20,7,2
1739758441000,-71,19,-3,2
1739758441000,-77,16,-7,1
1739758441000,-81,20,3,1
1739758441000,-84,20,1,2
1739758441000,-73,20,6,2
1739758441000,-78,20,4,1
1739758441000,-91,18,-5,1
1739758441000,-92,18,-5,2
1739758441000,-78,19,-4,1
1739758441000,-79,20,-3,2
1739758441000,-76,20,4,2
1739758441000,-77,20,4,3
1739758441000,-78,20,4,2
1739758441000,-56,20,5,2
1739758441000,-58,20,3,1
1739758441000,-76,20,2,2
1739758441000,-75,20,-3,2
1739758441000,-82,15,-8,1
1739758441000,-75,20,4,2
1739758441000,-74,20,5,3
1739758441000,-93,17,-6,2
1739758441000,-95,15,-8,1
1739758441000,-73,19,-4,2
1739758441000,-75,18,-6,1
1739758441000,-97,14,-10,1
1739758441000,-97,14,-10,2
1739758441000,-91,18,-5,1
1739758441000,-91,18,-5,2
1739758441000,-77,20,5,2
1739758441000,-80,20,2,1
1739758441000,-77,20,3,2
1739758441000,-80,20,1,1
1739758441000,-66,20,-1,3
1739758441000,-69,19,-4,2
1739758441000,-69,20,5,2
1739758441000,-71,20,3,1
1739758441000,-78,20,2,2
1739758441000,-72,20,5,2
1739758441000,-76,20,3,1
1739758441000,-89,20,-2,2
1739758441000,-90,20,-3,1
1739758441000,-77,20,4,2
1739758441000,-78,20,4,3
1739758441000,-81,20,-2,2
1739758441000,-83,19,-4,1
1739758441000,-71,20,9,3
1739758441000,-77,20,6,2
1739758441000,-81,19,-3,2
1739758441000,-86,16,-7,1
1739758441000,-67,20,4,2
1739758441000,-82,19,-4,2
1739758441000,-89,14,-10,1
1739758441000,-73,20,4,2
1739758441000,-76,20,2,1
1739758441000,-77,20,2,3
1739758441000,-80,20,1,2
1739758441000,-79,20,5,2
1739758441000,-84,20,1,1
1739758441000,-80,20,3,2
1739758441000,-83,20,1,1
1739758441000,-62,20,6,2
1739758441000,-64,20,6,3
1739758441000,-69,20,7,2
1739758441000,-67,20,9,3
1739758441000,-74,20,4,1
1739758441000,-77,20,4,2
1739758441000,-40,20,12,2
1739758441000,-43,20,12,1
1739758441000,-68,20,6,2
1739758441000,-72,20,4,1
1739758441000,-76,19,-4,2
1739758441000,-79,16,-7,1
1739758441000,-48,20,5,2
1739758441000,-49,20,3,1
1739758441000,-85,20,1,2
1739758441000,-73,20,6,2
1739758441000,-74,20,5,3
1739758441000,-64,20,-2,2
1739758441000,-72,15,-9,1
1739758441000,-76,20,2,1
1739758441000,-78,20,2,2
1739758441000,-62,20,3,1
1739758441000,-62,20,4,2
1739758441000,-74,20,-2,2
1739758441000,-75,19,-4,1
1739758441000,-78,20,2,2
1739758441000,-82,20,1,3
1739758441000,-72,20,0,3
1739758441000,-84,13,-11,2
1739758441000,-87,20,-2,1
1739758441000,-89,20,-3,2
1739758441000,-78,20,-1,3
1739758441000,-81,19,-4,2
1739758441000,-64,20,5,2
1739758441000,-68,20,4,1
1739758441000,-67,20,5,2
1739758441000,-72,20,3,1
1739758441000,-81,20,-3,3
1739758441000,-85,17,-7,1
1739758441000,-74,20,3,2
1739758441000,-89,20,-3,2
1739758441000,-90,19,-3,1
1739758441000,-63,20,3,2
1739758441000,-64,20,3,1
1739758441000,-59,20,5,2
1739758441000,-63,20,3,1
1739758441000,-70,20,-2,2
1739758441000,-73,20,-3,1
1739758441000,-80,20,1,2
1739758441000,-79,20,2,2
1739758441000,-72,20,4,2
1739758441000,-73,20,2,1
1739758441000,-79,20,4,2
1739758441000,-41,20,6,2
1739758441000,-44,20,5,1
1739758441000,-85,19,-4,2
1739758441000,-88,17,-6,1
1739758441000,-85,20,2,3
1739758441000,-86,20,1,4
1739758441000,-75,20,-3,2
1739758441000,-79,19,-4,1
1739758441000,-71,20,6,3
1739758441000,-71,20,7,4
1739758441000,-80,20,5,3
1739758441000,-83,20,3,4
1739758441000,-76,20,-2,2
1739758441000,-77,19,-4,1
1739758441000,-85,20,0,1
1739758441000,-85,20,0,2
1739758441000,-84,20,1,2
1739758441000,-76,20,-1,2
1739758441000,-79,18,-5,1
1739758441000,-73,20,-3,1
1739758441000,-75,20,1,2
1739758441000,-83,20,3,2
1739758441000,-79,18,-5,2
1739758441000,-83,17,-7,1
1739758441000,-76,20,-2,2
1739758441000,-78,17,-6,1
1739758441000,-81,20,5,2
1739758441000,-82,20,4,1
1739758441000,-74,20,-2,2
1739758441000,-80,18,-5,1
1739758441000,-65,20,1,2
1739758441000,-68,20,4,2
1739758441000,-72,20,1,1
1739758441000,-53,20,9,2
1739758441000,-55,20,7,1
1739758441000,-82,20,-2,3
1739758441000,-87,18,-5,2
1739758441000,-92,18,-5,1
1739758441000,-93,17,-6,2
1739758441000,-71,20,4,1
1739758441000,-77,20,4,2
1739758441000,-70,20,4,2
1739758441000,-74,20,2,1
1739758441000,-66,20,3,1
1739758441000,-66,20,6,2
1739758441000,-84,20,-2,2
1739758441000,-85,20,-3,1
1739758441000,-71,20,4,2
1739758441000,-73,20,3,1
1739758441000,-74,20,4,3
1739758441000,-77,20,1,1
1739758441000,-68,20,3,2
1739758441000,-77,20,6,2
1739758441000,-78,20,5,1
1739758441000,-57,20,1,1
1739758441000,-57,20,2,2
1739758441000,-57,20,5,2
1739758441000,-61,20,3,1
1739758441000,-71,20,5,2
1739758441000,-73,20,4,1
1739758441000,-69,20,-2,3
1739758441000,-73,18,-6,1
1739758441000,-71,20,6,1
1739758441000,-71,20,7,2
1739758441000,-49,20,5,2
1739758441000,-51,20,3,1
1739758441000,-68,20,9,3
1739758441000,-68,20,9,4
1739758441000,-91,19,-4,2
1739758441000,-93,17,-6,1
1739758441000,-74,20,5,3
1739758441000,-79,20,3,2
1739758441000,-64,20,7,1
1739758441000,-65,20,8,2
1739758441000,-68,20,8,2
1739758441000,-69,20,7,1
1739758441000,-75,20,6,1
1739758441000,-78,20,5,2
1739758441000,-85,20,1,1
1739758441000,-80,19,-4,2
1739758441000,-88,14,-10,1
1739758441000,-83,20,3,3
1739758441000,-83,20,3,4
1739758441000,-45,20,0,4
1739758441000,-61,8,-16,2
1739758441000,-73,20,-3,2
1739758441000,-76,18,-5,1
1739758441000,-34,20,4,2
1739758441000,-36,20,3,1
1739758441000,-78,20,-2,2
1739758441000,-84,17,-7,1
1739758441000,-78,20,3,2
1739758441000,-80,20,2,1
1739758441000,-41,20,1,2
1739758441000,-67,20,0,1
1739758441000,-67,20,1,2
1739758441000,-81,20,2,2
1739758441000,-82,20,1,1
1739758441000,-81,20,2,4
1739758441000,-83,20,1,3
1739758441000,-99,12,-12,3
1739758441000,-104,7,-17,2
1739758442000,-79,20,6,1
1739758442000,-79,20,6,2
1739758442000,-70,20,5,2
1739758442000,-75,20,3,1
1739758442000,-81,20,1,2
1739758442000,-79,20,4,2
1739758442000,-83,20,1,1
1739758442000,-78,20,5,1
1739758442000,-79,20,5,2
1739758442000,-83,19,-4,2
1739758442000,-87,17,-7,1
1739758442000,-72,20,7,2
1739758442000,-73,20,6,1
1739758442000,-72,20,5,2
1739758442000,-74,20,5,3
1739758442000,-72,20,-3,2
1739758442000,-76,18,-5,1
1739758442000,-71,20,4,2
1739758442000,-73,20,2,1
1739758442000,-80,20,3,2
1739758442000,-78,20,4,3
1739758442000,-74,20,4,1
1739758442000,-77,20,4,2
1739758442000,-72,20,3,2
1739758442000,-74,20,2,1
1739758442000,-87,19,-4,2
1739758442000,-90,16,-7,1
1739758442000,-85,20,1,2
1739758442000,-84,20,2,3
1739758442000,-80,20,6,4
1739758442000,-83,20,3,2
1739758442000,-80,20,4,3
1739758442000,-57,20,6,3
1739758442000,-61,20,5,2
1739758442000,-84,20,-1,2
1739758442000,-85,20,-2,1
1739758442000,-74,20,-2,2
1739758442000,-78,19,-4,1
1739758442000,-71,20,-2,2
1739758442000,-80,10,-15,1
1739758442000,-74,20,7,2
1739758442000,-76,20,6,1
1739758442000,-66,20,6,2
1739758442000,-71,20,1,4
1739758442000,-45,20,2,2
1739758442000,-46,20,1,1
1739758442000,-75,20,5,2
1739758442000,-78,20,3,1
1739758442000,-71,20,6,2
1739758442000,-74,20,3,1
1739758442000,-74,20,-3,2
1739758442000,-79,17,-6,1
1739758442000,-80,20,-2,3
1739758442000,-83,19,-4,2
1739758442000,-84,20,-3,2
1739758442000,-91,16,-7,1
1739758442000,-72,20,-1,3
1739758442000,-77,19,-4,2
1739758442000,-71,20,5,2
1739758442000,-73,20,3,1
1739758442000,-81,20,-3,2
1739758442000,-86,16,-8,1
1739758442000,-60,20,5,1
1739758442000,-61,20,5,2
1739758442000,-73,20,11,2
1739758442000,-75,20,10,1
1739758442000,-79,20,-2,3
1739758442000,-84,18,-5,2
1739758442000,-71,20,9,3
1739758442000,-73,20,7,4
1739758442000,-73,20,8,3
1739758442000,-77,20,4,1
1739758442000,-89,20,-3,2
1739758442000,-94,16,-7,1
1739758442000,-37,20,-1,3
1739758442000,-40,19,-3,2
1739758442000,-82,20,0,1
1739758442000,-82,20,1,2
1739758442000,-77,20,-1,3
1739758442000,-85,17,-7,2
1739758442000,-81,20,4,2
1739758442000,-82,20,3,1
1739758442000,-57,20,6,2
1739758442000,-58,20,5,1
1739758442000,-64,20,3,2
1739758442000,-65,20,2,4
1739758442000,-62,20,6,2
1739758442000,-63,20,5,1
1739758442000,-40,20,0,1
1739758442000,-40,20,-1,2
1739758442000,-61,20,4,3
1739758442000,-65,20,1,2
1739758442000,-72,20,-1,3
1739758442000,-78,19,-4,2
1739758442000,-73,20,0,2
1739758442000,-77,20,-3,1
1739758442000,-58,20,5,1
1739758442000,-59,20,6,2
1739758442000,-55,20,5,2
1739758442000,-60,20,3,1
1739758442000,-73,20,5,2
1739758442000,-72,20,5,3
1739758442000,-65,20,-1,2
1739758442000,-71,16,-7,1
1739758442000,-76,20,4,2
1739758442000,-74,20,5,3
1739758442000,-86,20,0,1
1739758442000,-86,20,0,2
1739758442000,-78,20,-2,2
1739758442000,-82,17,-7,1
1739758442000,-70,20,5,2
1739758442000,-78,20,2,1
1739758442000,-52,20,5,2
1739758442000,-53,20,4,1
1739758442000,-76,20,6,2
1739758442000,-77,20,5,1
1739758442000,-81,20,-2,3
1739758442000,-84,19,-3,2
1739758442000,-72,19,-4,2
1739758442000,-77,16,-7,1
1739758442000,-80,20,-1,2
1739758442000,-81,20,-1,1
1739758442000,-83,20,3,2
1739758442000,-85,20,1,1
1739758442000,-84,20,0,2
1739758442000,-91,18,-5,1
1739758442000,-66,20,6,2
1739758442000,-67,20,4,1
1739758442000,-103,8,-16,1
1739758442000,-104,7,-17,2
1739758442000,-54,20,5,1
1739758442000,-55,20,6,2
1739758442000,-81,20,2,2
1739758442000,-83,20,1,1
1739758442000,-81,20,5,1
1739758442000,-83,20,3,2
1739758442000,-81,20,2,2
1739758442000,-81,20,-1,2
1739758442000,-83,19,-3,1
1739758442000,-67,20,5,2
1739758442000,-73,20,3,1
1739758442000,-88,20,-2,1
1739758442000,-89,19,-3,2
1739758442000,-77,20,3,2
1739758442000,-76,20,3,3
1739758442000,-68,20,-1,3
1739758442000,-75,18,-5,2
1739758442000,-65,20,5,2
1739758442000,-67,20,4,3
1739758442000,-75,20,5,2
1739758442000,-79,20,3,1
1739758442000,-79,20,3,1
1739758442000,-80,20,3,2
1739758442000,-74,20,5,2
1739758442000,-76,20,3,1
1739758442000,-42,20,7,1
1739758442000,-42,20,6,2
1739758442000,-56,20,6,2
1739758442000,-57,20,4,1
1739758442000,-76,20,8,3
1739758442000,-83,20,2,2
1739758442000,-82,20,1,2
1739758442000,-81,20,1,3
1739758442000,-57,20,6,2
1739758442000,-60,20,4,1
1739758442000,-55,20,6,2
1739758442000,-57,20,4,1
1739758442000,-71,20,-2,2
1739758442000,-74,18,-6,1
1739758442000,-75,20,10,3
1739758442000,-79,20,7,2
1739758442000,-71,19,-3,2
1739758442000,-77,16,-7,1
1739758442000,-81,20,3,1
1739758442000,-84,20,1,2
1739758442000,-73,20,6,2
1739758442000,-78,20,4,1
1739758442000,-91,18,-5,1
1739758442000,-92,18,-5,2
1739758442000,-78,19,-4,1
1739758442000,-79,20,-3,2
1739758442000,-76,20,5,2
1739758442000,-77,20,4,3
1739758442000,-78,20,4,2
1739758442000,-56,20,6,2
1739758442000,-58,20,4,1
1739758442000,-76,20,2,2
1739758442000,-75,20,-3,2
1739758442000,-82,15,-8,1
1739758442000,-75,20,4,2
1739758442000,-74,20,5,3
1739758442000,-93,17,-6,2
1739758442000,-95,15,-8,1
1739758442000,-73,19,-4,2
1739758442000,-75,18,-6,1
1739758442000,-97,14,-10,1
1739758442000,-97,14,-10,2
1739758442000,-91,18,-5,1
1739758442000,-91,18,-5,2
1739758442000,-77,20,5,2
1739758442000,-80,20,3,1
1739758442000,-77,20,4,2
1739758442000,-80,20,2,1
1739758442000,-66,20,-1,3
1739758442000,-69,19,-4,2
1739758442000,-69,20,5,2
1739758442000,-71,20,3,1
1739758442000,-78,20,2,2
1739758442000,-72,20,5,2
1739758442000,-76,20,3,1
1739758442000,-89,20,-2,2
1739758442000,-90,20,-3,1
1739758442000,-77,20,4,2
1739758442000,-78,20,4,3
1739758442000,-81,20,-2,2
1739758442000,-83,19,-4,1
1739758442000,-71,20,10,3
1739758442000,-77,20,6,2
1739758442000,-81,19,-3,2
1739758442000,-86,16,-7,1
1739758442000,-67,20,4,2
1739758442000,-82,19,-4,2
1739758442000,-89,14,-10,1
1739758442000,-73,20,4,2
1739758442000,-76,20,2,1
1739758442000,-77,20,2,3
1739758442000,-80,20,1,2
1739758442000,-79,20,5,2
1739758442000,-84,20,1,1
1739758442000,-80,20,3,2
1739758442000,-83,20,1,1
1739758442000,-62,20,6,2
1739758442000,-64,20,6,3
1739758442000,-69,20,7,2
1739758442000,-67,20,9,3
1739758442000,-74,20,4,1
1739758442000,-77,20,4,2
1739758442000,-40,20,12,2
1739758442000,-43,20,12,1
1739758442000,-68,20,6,2
1739758442000,-72,20,4,1
1739758442000,-76,19,-4,2
1739758442000,-79,16,-7,1
1739758442000,-48,20,6,2
1739758442000,-49,20,4,1
1739758442000,-85,20,1,2
1739758442000,-73,20,6,2
1739758442000,-74,20,5,3
1739758442000,-64,20,-2,2
1739758442000,-72,15,-9,1
1739758442000,-76,20,3,1
1739758442000,-78,20,3,2
1739758442000,-62,20,4,1
1739758442000,-62,20,5,2
1739758442000,-74,20,-2,2
1739758442000,-75,19,-4,1
1739758442000,-78,20,2,2
1739758442000,-82,20,1,3
1739758442000,-72,20,0,3
1739758442000,-84,13,-11,2
1739758442000,-87,20,-2,1
1739758442000,-89,20,-3,2
1739758442000,-78,20,-1,3
1739758442000,-81,19,-4,2
1739758442000,-64,20,5,2
1739758442000,-68,20,4,1
1739758442000,-67,20,5,2
1739758442000,-72,20,3,1
1739758442000,-81,20,-3,3
1739758442000,-85,17,-7,1
1739758442000,-74,20,3,2
1739758442000,-89,20,-3,2
1739758442000,-90,19,-3,1
1739758442000,-63,20,4,2
1739758442000,-64,20,3,1
1739758442000,-59,20,6,2
1739758442000,-63,20,4,1
1739758442000,-70,20,-2,2
1739758442000,-73,20,-3,1
1739758442000,-80,20,2,2
1739758442000,-79,20,2,2
1739758442000,-72,20,5,2
1739758442000,-73,20,3,1
1739758442000,-79,20,4,2
1739758442000,-41,20,7,2
1739758442000,-44,20,6,1
1739758442000,-85,19,-4,2
1739758442000,-88,17,-6,1
1739758442000,-85,20,2,3
1739758442000,-86,20,1,4
1739758442000,-75,20,-3,2
1739758442000,-79,19,-4,1
1739758442000,-71,20,7,3
1739758442000,-71,20,8,4
1739758442000,-80,20,5,3
1739758442000,-83,20,3,4
1739758442000,-76,20,-2,2
1739758442000,-77,19,-4,1
1739758442000,-85,20,0,1
1739758442000,-85,20,0,2
1739758442000,-84,20,1,2
1739758442000,-76,20,-1,2
1739758442000,-79,18,-5,1
1739758442000,-73,20,-3,1
1739758442000,-75,20,1,2
1739758442000,-83,20,3,2
1739758442000,-79,18,-5,2
1739758442000,-83,17,-7,1
1739758442000,-76,20,-2,2
1739758442000,-78,17,-6,1
1739758442000,-81,20,5,2
1739758442000,-82,20,4,1
1739758442000,-74,20,-2,2
1739758442000,-80,18,-5,1
1739758442000,-65,20,1,2
1739758442000,-68,20,5,2
1739758442000,-72,20,2,1
1739758442000,-53,20,10,2
1739758442000,-55,20,8,1
1739758442000,-82,20,-2,3
1739758442000,-87,18,-5,2
1739758442000,-92,18,-5,1
1739758442000,-93,17,-6,2
1739758442000,-71,20,5,1
1739758442000,-77,20,4,2
1739758442000,-70,20,5,2
1739758442000,-74,20,3,1
1739758442000,-66,20,3,1
1739758442000,-66,20,6,2
1739758442000,-84,20,-2,2
1739758442000,-85,20,-3,1
1739758442000,-71,20,4,2
1739758442000,-73,20,3,1
1739758442000,-74,20,4,3
1739758442000,-77,20,1,1
1739758442000,-68,20,3,2
1739758442000,-77,20,6,2
1739758442000,-78,20,5,1
1739758442000,-57,20,1,1
1739758442000,-57,20,2,2
1739758442000,-57,20,6,2
1739758442000,-61,20,4,1
1739758442000,-71,20,5,2
1739758442000,-73,20,4,1
1739758442000,-69,20,-2,3
1739758442000,-73,18,-6,1
1739758442000,-71,20,6,1
1739758442000,-71,20,7,2
1739758442000,-49,20,6,2
1739758442000,-51,20,4,1
1739758442000,-68,20,10,3
1739758442000,-68,20,10,4
1739758442000,-91,19,-4,2
1739758442000,-93,17,-6,1
1739758442000,-74,20,5,3
1739758442000,-79,20,3,2
1739758442000,-64,20,7,1
1739758442000,-65,20,8,2
1739758442000,-68,20,8,2
1739758442000,-69,20,7,1
1739758442000,-75,20,6,1
1739758442000,-78,20,5,2
1739758442000,-85,20,1,1
1739758442000,-80,19,-4,2
1739758442000,-88,14,-10,1
1739758442000,-83,20,3,3
1739758442000,-83,20,3,4
1739758442000,-45,20,0,4
1739758442000,-61,8,-16,2
1739758442000,-73,20,-3,2
1739758442000,-76,18,-5,1
1739758442000,-34,20,4,2
1739758442000,-36,20,3,1
1739758442000,-78,20,-2,2
1739758442000,-84,17,-7,1
1739758442000,-78,20,3,2
1739758442000,-80,20,2,1
1739758442000,-41,20,1,2
1739758442000,-67,20,0,1
1739758442000,-67,20,1,2
1739758442000,-81,20,2,2
1739758442000,-82,20,1,1
1739758442000,-83,20,1,2
1739758442000,-82,20,2,3
1739758442000,-102,9,-15,2
1739758442000,-110,1,-23,1
1739758443000,-79,20,6,1
1739758443000,-79,20,6,2
1739758443000,-70,20,5,2
1739758443000,-75,20,3,1
1739758443000,-81,20,1,2
1739758443000,-79,20,4,2
1739758443000,-83,20,1,1
1739758443000,-78,20,5,1
1739758443000,-79,20,5,2
1739758443000,-83,19,-4,2
1739758443000,-87,17,-7,1
1739758443000,-72,20,7,2
1739758443000,-73,20,6,1
1739758443000,-72,20,5,2
1739758443000,-74,20,5,3
1739758443000,-72,20,-3,2
1739758443000,-76,18,-5,1
1739758443000,-71,20,4,2
1739758443000,-73,20,2,1
1739758443000,-80,20,3,2
1739758443000,-78,20,4,3
1739758443000,-74,20,4,1
1739758443000,-77,20,4,2
1739758443000,-72,20,2,2
1739758443000,-74,20,1,1
1739758443000,-87,19,-4,2
1739758443000,-90,16,-7,1
1739758443000,-85,20,0,2
1739758443000,-92,18,-6,1
1739758443000,-80,20,6,4
1739758443000,-83,20,3,2
1739758443000,-80,20,3,3
1739758443000,-57,20,6,3
1739758443000,-61,20,5,2
1739758443000,-84,20,-1,2
1739758443000,-85,20,-2,1
1739758443000,-74,20,-2,2
1739758443000,-78,19,-4,1
1739758443000,-71,20,-2,2
1739758443000,-80,10,-15,1
1739758443000,-74,20,7,2
1739758443000,-76,20,6,1
1739758443000,-66,20,6,2
1739758443000,-71,20,1,4
1739758443000,-45,20,2,2
1739758443000,-46,20,1,1
1739758443000,-75,20,5,2
